id,pred_K562,label_K562,RRA_K562,ReportedRRA,pred_A549,label_A549,RRA_A549
K562|chr19_41860591-41861091,0.7737489826517971,1,7.7145327095399425,5.190965796506689,0.1960921318763379,0,1.1631760370062239
K562|chr12_130871626-130872126,0.98937415317383,1,7.09220181646372,14.577968569346378,0.2264643341342612,0,0.000751980104195272
K562|chr10_100347125-100347625,0.9450085679297988,1,6.100825402695233,9.228419867649306,0.0965723698897604,0,1.395072296571554
K562|chr2_26786473-26786973,0.7962828609182939,1,5.476188523910281,9.810004660035682,0.149438231579681,0,1.2327550570060308
K562|chr1_246565749-246566249,0.9002779533823586,1,5.258635641094037,3.3514253346910063,0.633990789668454,0,0.027931452530250353
K562|chr19_41859905-41860405,0.9882652062484972,1,4.706615344350563,6.877063626983696,0.9999999500837145,0,1.0542163948294132
K562|chr6_42050547-42051047,0.7935566527025051,1,4.469480143668226,3.646276062411051,0.152659728767484,0,0.10556208606172535
K562|chr10_100346798-100347298,0.824535614367713,1,4.454940415305997,9.228419867649306,0.2319049158219341,0,0.3307668245093069
K562|chr6_52284317-52284817,0.9894595870047356,1,3.9656122164104333,8.311873960084457,0.9652399618130908,1,2.222899564861417
K562|chr19_16542011-16542511,0.9930653009592908,1,3.844421068523068,4.162506258384823,0.3459741623509346,0,0.051435448866639005
K562|chr14_35292053-35292553,0.9240159182300052,1,3.6315085705841894,5.054437869442936,1.0,0,0.08982933366372445
K562|chr19_4402214-4402714,0.9703397326507956,1,3.532391894416367,14.659298161268325,0.1507750676813999,0,0.4005536242747243
K562|chr14_35292375-35292875,0.7623496492952527,1,3.488410722525295,5.054437869442936,0.4288499806363421,0,0.15619435610139376
K562|chr6_52284674-52285174,0.9349657816064122,1,3.4643641499787545,8.311873960084457,0.1617301261337486,0,0.4545320635057123
K562|chr4_1855698-1856198,0.9525365637328196,1,3.371488462933798,3.27461114174569,0.1708222362326441,0,0.29350411435149426
K562|chr17_79840071-79840571,0.9674334588112158,1,3.1952405897122476,3.629006066485256,0.1326683672164366,0,0.775985188627136
K562|chr11_117986057-117986557,0.7997742154265396,1,3.109948036750742,3.151773923348828,1.0,0,0.008140670794348567
K562|chr22_39501999-39502499,0.9245352250061324,1,3.0389445316567434,5.913533388728418,0.1318922215433836,0,0.20624452784442282
K562|chr6_52284056-52284556,0.9311758826954,1,3.0287798336110834,8.290594343199944,0.2567983923039798,0,0.45522525136804226
K562|chr2_26785657-26786157,0.97216143698575,1,3.0269091092057114,9.810004660035682,0.1407400172988375,0,1.5635034087044946
K562|chr12_56725159-56725659,0.9652380237879612,1,2.9400959441155945,5.793957098907479,0.2930500187313466,0,0.06559245711547917
K562|chr16_87868963-87869463,0.980346652565382,1,2.916425720326009,3.531401619503753,0.3220747368670132,0,0.3339502615194841
A549|chr3_127799412-127799912,0.2910777494788847,1,2.832889521403343,-1.0,0.9820101614921454,0,1.1075269465491047
A549|chr9_21559376-21559876,0.8508939116641998,1,2.8239956085277473,-1.0,0.1203443493210475,0,0.04262740070155058
A549|chr8_132995152-132995652,0.2394307263274486,1,2.77203620853314,-1.0,0.284456234472613,0,1.3256165703789968
K562|chr10_100357298-100357798,0.2317347519938839,1,2.767791921603684,-1.0,0.6050994845956118,0,1.284983290640734
K562|chr12_130872540-130873040,0.8503308755212718,1,2.702436442890643,14.577968569346378,0.5826543357971903,0,0.12828699205106758
K562|chr1_26056788-26057288,0.225601043082746,1,2.6825425942676264,-1.0,0.682726673884855,0,1.0882087305274917
A549|chr9_38070312-38070812,0.2655189721362103,1,2.6444910119755662,-1.0,0.361549541074173,0,0.44214405892719444
K562|chr11_32447186-32447686,0.2309017439279485,1,2.5740584119811047,-1.0,0.2661331337052313,0,0.16055337883384768
A549|chr2_160373212-160373712,0.2397049677112485,1,2.5656067652873946,-1.0,0.2764710912711804,0,1.3813453612559603
K562|chr10_100373496-100373996,0.8645947589561204,1,2.536779120225208,10.284121951691906,0.1129102528859194,0,0.44070396979567117
K562|chr1_26695054-26695554,0.89729152748636,1,2.5221555236612416,4.216046422595962,0.0996893626468641,0,0.01166850533257308
A549|chrX_107715948-107716448,0.7633141259858588,1,2.4909857575698626,-1.0,0.3839397482125094,0,0.29263424587896253
K562|chrX_107729164-107729664,0.2500148267761363,1,2.4838217272468937,-1.0,0.6060418753013128,0,1.6057059546471577
A549|chr14_68539916-68540416,0.2761587075848629,1,2.4832663633836134,-1.0,0.2218364928347774,0,1.0180908299092077
K562|chr11_78417245-78417745,0.8923236912922442,1,2.481499220760363,3.201321737341793,0.113103250822733,0,0.034765363480040834
A549|chr10_3821512-3822012,0.7223786426720696,1,2.4582585499042695,-1.0,0.3519236934234703,0,0.7580055108432193
K562|chr19_5977967-5978467,0.9518452268530606,1,2.456726821086716,4.975760693930908,0.2187079075091177,0,0.26636143982974053
K562|chr19_19105483-19105983,0.8215227118842239,1,2.4548908976636308,4.249591897869657,0.3364061565387398,0,0.0768129927404912
K562|chr1_26695721-26696221,0.9190190435620558,1,2.441207457989414,4.216046422595962,0.9235059040105548,0,0.15964294079664373
K562|chr2_10289279-10289779,0.1771214859482509,1,2.438874754672308,-1.0,0.8754084465954026,0,1.0835565799287699
A549|chr4_7956158-7956658,0.7791494685212432,1,2.4309071265133353,-1.0,0.5653827188896721,0,0.42979575505600925
K562|chr6_12001087-12001587,0.2065383966665682,1,2.427918742843672,-1.0,0.1993717184928839,0,1.182302445236976
K562|chr1_47224076-47224576,0.2309777427941726,1,2.4233937763897178,-1.0,0.5447252061831709,0,0.012597430076010082
A549|chr7_27184372-27184872,0.9149131779414944,1,2.3945764281159874,-1.0,0.9862735044165436,0,0.0005084220287458199
K562|chr1_8878532-8879032,0.9865241392612072,1,2.389957655560592,5.946729433318621,0.0873091947162159,0,0.6864280315601831
A549|chr7_27110496-27110996,0.887089594082401,1,2.3745537822415206,-1.0,0.1008573246864515,0,1.3424852237307978
A549|chr10_34688215-34688715,0.2775915585790713,1,2.348935307995961,-1.0,0.987925984335395,0,0.9518690729710325
K562|chr6_42050280-42050780,0.9703800343958634,1,2.339504493617641,3.646276062411051,0.1030500188895256,0,0.5738304529646736
K562|chr1_21754503-21755003,0.1830693621698658,1,2.302239015641174,-1.0,0.4974690598818056,0,0.3671177324024141
K562|chr18_48935418-48935918,0.837111541992054,1,2.265888548560762,-1.0,0.8369246965160886,0,0.5680093742138592
K562|chr19_45884638-45885138,0.954476261555504,1,2.2610213596504396,-1.0,0.178899608578815,0,0.8799198658705469
A549|chr1_8005554-8006054,0.764732708996566,1,2.2569373025833555,-1.0,0.3341535210433103,0,0.44118346912054424
A549|chr8_109575295-109575795,0.7369059899549332,1,2.2568274539333273,-1.0,0.1828200631929383,0,0.6034868185064782
A549|chr4_7970529-7971029,0.7673764226435075,1,2.2505497020063188,-1.0,0.1447608765770211,0,0.23142849074572036
K562|chr16_87861020-87861520,0.2722886002208526,1,2.239713254812587,-1.0,0.5283942842048172,0,1.082856991381835
A549|chr1_67726163-67726663,0.2309402746274756,1,2.2385382638222406,-1.0,0.1549700337343802,0,0.0603709396714049
K562|chr1_21784730-21785230,0.913982081580054,1,2.2199060144070653,-1.0,0.4482577778871703,0,1.4400096347905504
A549|chr8_30383786-30384286,0.7726564474230613,1,2.218574958319251,-1.0,0.2724282951282618,0,0.0009390906643418537
A549|chr4_168832360-168832860,0.8327610899462098,1,2.216232158963064,-1.0,0.3892749239868434,0,0.30156015839696826
K562|chr18_48938773-48939273,0.2335891514157779,1,2.2140298748679905,-1.0,0.9852141448899904,1,2.1352694539679695
K562|chr12_130871897-130872397,0.9886241524825722,1,2.1870866433571443,14.577968569346378,0.3627343454550626,0,0.31552268835246067
K562|chr2_26787016-26787516,0.827518180505433,1,2.1831027810175123,-1.0,0.999988045373084,0,0.06193081377661427
K562|chr6_50822584-50823084,0.2482478813510305,1,2.1352694539679695,-1.0,0.6466132762711284,0,0.25493301954001946
A549|chr9_71719553-71720053,0.257509277455091,1,2.1349019502899003,-1.0,0.6411376471865762,0,0.8936050968695735
A549|chr18_77132578-77133078,0.8737684066784612,1,2.1311734194409957,-1.0,0.1148883474836941,0,0.033332736901957274
A549|chr15_98850310-98850810,0.2695894841332911,1,2.1222659335963594,-1.0,0.9895021764925932,0,1.363682645353141
A549|chr1_8410963-8411463,0.2210169138743583,1,2.1089757477758977,-1.0,0.2606985076219641,0,0.2995126188404768
A549|chr3_71026584-71027084,0.2938667556129565,1,2.085328997619249,-1.0,0.9783946108325264,0,0.03037444671099613
K562|chr12_47820038-47820538,0.7032791073033681,1,2.084959146948658,4.392963387775915,0.39844006655708,0,1.363081032140453
K562|chr1_26695402-26695902,0.9671329619576242,1,2.0805557895347633,4.216046422595962,0.089253961169272,0,1.0913970406112887
K562|chr11_32435886-32436386,0.9582714309551598,1,2.067196580779547,4.66038957837444,0.2935665939299076,0,0.7259114585772901
A549|chr4_168863687-168864187,0.2867047504256808,1,2.056733078413876,-1.0,0.1958447804305297,0,0.13915311883569478
A549|chr14_68547030-68547530,0.8437626777129598,1,2.0531990638099518,-1.0,0.5387038648779322,0,0.2541292110494287
A549|chr7_130951625-130952125,0.7267766070677174,1,2.049469638909199,-1.0,0.995383916537627,0,1.7334625697656936
A549|chr10_3755699-3756199,0.7156884389127826,1,2.013658295786453,-1.0,0.9846199308646012,0,1.2777610702009221
A549|chr7_55078123-55078623,0.729270746381005,0,1.9744893271474193,-1.0,0.5931824074756448,0,0.44914817866490975
A549|chr1_67683751-67684251,0.2581251811620234,0,1.9741618357702997,-1.0,0.2062538789081115,0,1.6964799630927199
K562|chr19_13118329-13118829,0.9255326790892572,0,1.9659734762248897,3.1694562385312706,0.0688078883938718,0,0.2399471257143153
A549|chr18_3618172-3618672,0.8297165519204371,0,1.9629322419574422,-1.0,0.258545029402091,0,1.9055987554170633
K562|chr11_117986523-117987023,0.758081907795002,0,1.9438577379409476,3.151773923348828,0.3487140999051096,0,0.5077006825786423
K562|chr10_100372804-100373304,0.7823375881149239,0,1.9382837068401026,10.284121951691906,0.1630666481385093,0,1.0660068361687576
A549|chr11_128506495-128506995,0.7248745818123706,0,1.935766703965247,-1.0,0.3105340744640069,0,0.536316000216443
K562|chr6_16216360-16216860,0.7777315309014561,0,1.934009710766224,-1.0,0.9999561195957468,0,1.4719321594057928
A549|chr1_67750876-67751376,0.1880844194345901,0,1.9287441223187045,-1.0,0.1282086393906732,0,1.975678557858435
A549|chr2_43336266-43336766,0.8247405382440741,0,1.9263916115437933,-1.0,0.1705461646373747,0,0.33774283957665385
A549|chr5_59039697-59040197,0.836068272083333,0,1.9154237220656691,-1.0,0.9976715562682114,0,1.8559241938014495
A549|chr2_160367815-160368315,0.7893868555439969,0,1.878538646454015,-1.0,0.5850347558117234,0,1.3437100988086403
A549|chr4_7811179-7811679,0.7630312193058735,0,1.8713100064145458,-1.0,0.4046055922998596,0,0.14299938307364082
A549|chr10_33178302-33178802,0.1757135697231938,0,1.8705356902176227,-1.0,0.9945151239160008,0,0.2781234627348218
K562|chr17_78237374-78237874,0.2406248023214075,0,1.8666527344137571,-1.0,0.1700468036008941,0,0.3214907257614441
A549|chr12_62702172-62702672,0.7150100202466023,0,1.8635331095341605,-1.0,1.0,0,1.107443509142382
A549|chr13_110399763-110400263,0.2199427800157078,0,1.8561424244060432,-1.0,0.8932737160795832,0,0.7030059233297916
A549|chr17_27348940-27349440,0.8918353895631224,0,1.8509657328387505,-1.0,0.9299033455281712,0,0.03471361274956997
K562|chr1_21784484-21784984,0.9319921087129132,0,1.8352308969908018,-1.0,0.4774209818161063,0,0.5637737247294174
A549|chr5_14184697-14185197,0.7483174157503152,0,1.8298263261937289,-1.0,0.5799639996964966,0,0.42669896056553913
K562|chr10_131899720-131900220,0.7711488373014264,0,1.8195587018052812,-1.0,0.1456984514627724,0,1.1491884091208664
A549|chr3_127792788-127793288,0.7716117349301862,0,1.8011780223967941,-1.0,0.4958377546810371,0,1.1795686421179963
A549|chr7_47559279-47559779,0.7460670949384074,0,1.7899759261957675,-1.0,0.9833327310252418,0,1.5942098376974938
K562|chr11_65498012-65498512,0.7300613379919787,0,1.7892268195298255,-1.0,0.169731473898238,0,1.0582401861853046
A549|chr10_119358057-119358557,0.785596187618032,0,1.7812282440395077,-1.0,0.908989887426122,1,2.092024637778226
A549|chr9_113569065-113569565,0.7544539549819719,0,1.7638155571198504,-1.0,0.339075640866512,0,0.5075050166569878
K562|chr19_16541799-16542299,0.9586757575636168,0,1.761427038303371,4.162506258384823,0.4657733146679351,0,0.4951894468493085
K562|chr14_102502656-102503156,0.7694987793514443,0,1.757036408178517,-1.0,0.4002094885602504,0,1.8708904137792728
K562|chr12_56684109-56684609,0.2897942066043962,0,1.755846627448575,-1.0,0.6210689799214926,0,0.7571357038592932
K562|chr11_94738665-94739165,0.0914608886009995,0,1.7522967180658284,-1.0,0.3692719296579569,0,0.6104795341536225
A549|chr15_60391827-60392327,0.2749510962325411,0,1.749165420003316,-1.0,0.7413363476959527,0,0.427012291801795
A549|chr12_52901912-52902412,0.2407482577601936,0,1.7481185454474724,-1.0,0.3682374554706591,0,0.34538072275653436
A549|chr13_112774773-112775273,0.805137954563367,0,1.7480456017725978,-1.0,0.2911189693950002,0,0.7971576348053676
A549|chr1_8450212-8450712,0.7622715907030806,0,1.7421055312691998,-1.0,0.966649356380282,0,1.2947351376825957
A549|chr13_110361317-110361817,0.8151967232697747,0,1.739523141672577,-1.0,0.1797293708052092,0,1.6542734872258247
K562|chr17_78255007-78255507,0.7052046752507164,0,1.737003418398506,-1.0,0.2823201686975962,0,0.02292145797606226
K562|chr12_47812931-47813431,0.7996723042649707,0,1.7239290068629662,3.1119497461776464,0.2325311023183877,0,1.8890401188751218
A549|chr12_3199527-3200027,0.8218518594317684,0,1.7159529683966057,-1.0,0.1056362928404909,0,0.6361436807049315
K562|chr10_3068369-3068869,0.9524828769780485,0,1.7155241469946791,6.48011952667834,0.1573222431280482,0,0.004698331222935284
A549|chr14_68655427-68655927,0.754120914410823,0,1.7144426909922261,-1.0,0.3021833845106546,0,0.4071129581045588
K562|chr6_50822042-50822542,0.2258059827043328,0,1.710143597290743,-1.0,0.977526423586621,0,0.4627603506189594
K562|chr1_234972661-234973161,0.7078564194749182,0,1.7067258602892474,-1.0,0.3306173703966702,0,0.04965462114942577
A549|chr21_38810907-38811407,0.7221977165130208,0,1.7041471293560515,-1.0,0.937133792700828,0,0.43363322636810114
A549|chr13_110302176-110302676,0.749412116987014,0,1.702940175924942,-1.0,0.1896068220321748,0,0.46739847880760316
A549|chr20_50416429-50416929,0.7776368880932879,0,1.7001441852957329,-1.0,0.9458178965574332,0,0.5970683435724959
A549|chr13_112733080-112733580,0.2745708972906943,0,1.6967391273444228,-1.0,0.4403142850795132,0,0.27214167737654776
K562|chr17_79839284-79839784,0.9096344814553003,0,1.6951218823017207,3.629006066485256,0.1259142564067348,0,0.002251126661041139
K562|chr14_68784132-68784632,0.201294915044971,0,1.6944766667887445,-1.0,0.0786854177080264,0,0.6799784096304076
A549|chr11_128462780-128463280,0.7351502296738931,0,1.693832408427155,-1.0,0.9921060802269086,0,1.3777134279296825
A549|chr8_133033674-133034174,0.2810239738409658,0,1.693832408427155,-1.0,0.2104497518926707,0,0.14442027749828215
K562|chr17_79843163-79843663,0.9725605495347778,0,1.6936607674875022,-1.0,1.0,0,0.3725726909889062
K562|chr22_39502703-39503203,0.8565596902306978,0,1.6923328452674327,4.114322222306394,0.2783699509265026,0,0.8278935222075039
A549|chr10_33229858-33230358,0.2455825931181872,0,1.6838408718920317,-1.0,0.5685201497138512,0,0.4075789512576118
A549|chr1_8379431-8379931,0.2968147416283006,0,1.6822499711577663,-1.0,0.3367669294380162,0,0.8964015060220623
A549|chr7_116495648-116496148,0.134446787606333,0,1.6790233226571765,-1.0,0.5398601687564601,0,1.0164188132942094
K562|chr10_100346338-100346838,0.8499034467923574,0,1.6715796196510493,9.228419867649306,0.2641604161789802,0,0.12150118365072896
K562|chr2_26788760-26789260,0.7636629376924977,0,1.6664318250760122,-1.0,0.1101044779122386,0,1.0014616864699342
A549|chr1_93613914-93614414,0.7227825151450363,0,1.665928435259235,-1.0,0.5072914545989728,0,0.4937927169477446
A549|chr9_21580946-21581446,0.7146884463152968,0,1.6624209498568665,-1.0,0.4526933016237859,0,0.6251600403450245
A549|chr3_30620390-30620890,0.1986925708221043,0,1.65878317185609,-1.0,0.92718946882932,0,0.730860803207821
A549|chr15_60353405-60353905,0.2884040629062763,0,1.6575378396557536,-1.0,0.5753327359551365,1,2.2290743853610007
A549|chr20_38165852-38166352,0.7411199365531949,0,1.653451441451526,-1.0,0.3597981792664594,0,0.2770289720875552
A549|chr20_5662691-5663191,0.1674630175464264,0,1.6519289009201117,-1.0,0.8510377855553046,0,1.815933494308339
K562|chr19_13117577-13118077,0.9003532299546358,0,1.6515004297161622,3.1694562385312706,0.6787292991017452,0,0.024347653473097947
K562|chr3_195118670-195119170,0.7104647470614063,0,1.6506253257959493,-1.0,0.3481375170681029,0,0.7861901553584987
K562|chr14_35291696-35292196,0.7536586022359398,0,1.6474316138206915,5.054437869442936,0.5737325743378879,0,1.22289230914587
A549|chr5_59040158-59040658,0.8251804217720429,0,1.6459299956932723,-1.0,0.6135986025002266,0,0.5803746391122568
A549|chr18_3609543-3610043,0.7250381048053784,0,1.641817599520599,-1.0,0.9584488693803848,0,1.192884586697977
K562|chr9_131323613-131324113,0.2459927555045711,0,1.6404490832366816,-1.0,0.2046929451007466,0,1.7595755669163922
A549|chr6_71417795-71418295,0.2157998830402735,0,1.636237641130625,-1.0,0.4947322407626306,1,2.618921036757167
A549|chr12_62792454-62792954,0.2185033538470068,0,1.6174426780912141,-1.0,0.2054578395325052,0,0.9220872970505438
K562|chr11_117987023-117987523,0.7595518436919785,0,1.6171907775684855,-1.0,0.3509894522134124,0,0.3972782140773541
K562|chr12_56724407-56724907,0.8302604710473832,0,1.6152524404370712,-1.0,0.5321706405940283,0,0.04102542735469068
K562|chr1_26046223-26046723,0.8715813728742621,0,1.6133405445858058,-1.0,0.4730757303853467,1,2.2403699216899664
A549|chr15_60371654-60372154,0.7152928398381838,0,1.611969883540028,-1.0,0.7578724606398819,0,1.5017170213386288
A549|chr1_8343447-8343947,0.7631061879068751,0,1.6057059546471577,-1.0,0.155132160680997,0,0.002163825145685155
A549|chr2_43130377-43130877,0.8162722795723553,0,1.5967764962962752,-1.0,0.99859354070198,0,0.6277325559043454
A549|chr4_7857945-7858445,0.2984163989786853,0,1.5947902856153666,-1.0,0.2652497740809039,0,1.5430118227154348
A549|chr10_119379728-119380228,0.2766809477134286,0,1.5881615185970885,-1.0,0.4733589474415519,0,0.01367174108916265
A549|chr18_77097184-77097684,0.2655398588384061,0,1.587774724128888,-1.0,0.1738108354833449,0,0.4190180340373226
K562|chr16_81443905-81444405,0.7852062010966793,0,1.5857455028860628,10.967703655260529,0.423260685220423,0,0.7739158840241761
A549|chr3_58011162-58011662,0.7187056602092067,0,1.5821796825498573,-1.0,0.4675839001534788,0,0.25977156773189386
K562|chr12_6606593-6607093,0.8600102577026301,0,1.5781822686358675,4.5345725315474255,0.8962460377957739,0,0.14789224397922815
A549|chr18_3650685-3651185,0.7280389389671402,0,1.5708778231491465,-1.0,0.6858322988082969,0,0.49889963930278597
A549|chr4_87114233-87114733,0.7531133741516681,0,1.565638712799687,-1.0,0.944111062570599,0,0.7438116174102252
A549|chr7_27173418-27173918,0.9179379033553856,0,1.5624238239859098,-1.0,0.0762539101221238,0,0.11836431254531773
K562|chr8_38118909-38119409,0.2540461185813673,0,1.5615684143855069,-1.0,0.2779554797754358,0,0.6729477346733017
K562|chr2_26786143-26786643,0.9718373075770836,0,1.5594687296001088,9.810004660035682,0.136676847629887,0,0.2631574792901821
A549|chr15_60423455-60423955,0.1850264262504189,0,1.5544892034332694,-1.0,0.7879293726878992,0,1.489374572335163
K562|chr2_26763507-26764007,0.9199974809998602,0,1.554380230894896,-1.0,0.3358693559871719,0,0.15005876360136947
K562|chr2_38746099-38746599,0.2191980201020048,0,1.550768516877507,-1.0,0.3405242132522474,0,1.1993585175260002
K562|chr6_37056719-37057219,0.2328147507321267,0,1.5465746287283346,-1.0,0.2013875839590481,0,0.39737579250666205
K562|chr10_21534674-21535174,0.922352610700435,0,1.5424359960326008,4.627603567576888,1.0,0,1.0210575106925552
A549|chr7_47556446-47556946,0.8252410062716714,0,1.5396284381653502,-1.0,0.5458271740895663,0,0.9373428197744361
A549|chr21_38806902-38807402,0.1860727353640316,0,1.5395532161192795,-1.0,0.2235958982610693,1,2.2963819489248185
A549|chr20_54102544-54103044,0.2983399934190195,0,1.5387416471381603,-1.0,0.9131487760957382,0,0.3957307356840229
